order_id,customer_id,product_id,jumlah,harga_satuan,status,waktu_beli,waktu_masuk
T00296,C026,P16,1,125000,bayar,2026-03-02 08:33:18,2026-03-02 08:33:43
T00297,C073,P12,1,1062500, Bayar,2026-03-02 12:21:58,2026-03-02 12:22:30
T00298,C061,P08,1,549000,BAYAR ,2026-03-02 08:16:00,2026-03-02 08:30:17
T00299,C029,P09,1,272000, Bayar,2026-03-02 12:51:27,2026-03-02 12:52:15
T00300,C090,P06,1,189000, kirim ,2026-03-02 09:36:10,2026-03-02 09:36:31
T00301,C064,P19,0,89000,KIRIM,2026-03-02 09:17:36,2026-03-02 09:17:49
T00302,C079,P08,1,549000, Bayar,2026-03-02 08:10:53,2026-03-02 08:10:54
T00303,C019,P11,2,648000,kirim,2026-03-02 08:32:31,2026-03-02 08:33:09
T00304,C021,P13,2,327250,Bayar,2026-03-02 13:20:02,2026-03-02 13:20:22
T00305,C029,P18,1,195000,KIRIM,2026-03-02 14:18:46,2026-03-02 14:30:14
T00306,C051,P05,2,75000,batal,2026-03-02 09:37:03,2026-03-02 09:37:48
T00307,C019,P20,1,430000,batal,2026-03-02 10:00:38,2026-03-02 10:00:45
T00308,C043,P03,1,36100,kirim,2026-03-02 15:28:44,2026-03-02 15:29:25
T00309,C057,P09,2,320000,Bayar,2026-03-02 15:09:49,2026-03-02 15:09:50
T00310,C074,P18,1,195000,kirim,2026-03-02 11:24:59,2026-03-02 11:25:30
T00311,C010,P02,1,66300,batal,2026-03-02 10:41:03,2026-03-02 10:41:20
T00312,C091,P03,1,38000,Batal,2026-03-02 11:04:33,2026-03-02 11:05:13
T00313,C094,P07,1,251750,KIRIM,2026-03-02 09:43:45,2026-03-02 09:44:21
T00314,C001,P19,1,84550,Bayar,2026-03-02 13:00:11,2026-03-02 13:00:21
T00314,C001,P19,1,84550,Bayar,2026-03-02 13:00:11,2026-03-02 13:00:21
T00315,C015,P06,1,160650,Bayar,2026-03-02 13:48:32,2026-03-02 13:48:38
T00316,C049,P03,1,28500,bayar,2026-03-02 13:50:32,2026-03-02 13:50:44
T00317,C090,P08,1,549000, Bayar,2026-03-02 15:37:09,2026-03-02 15:37:13
T00318,C067,P19,1,66750,BAYAR ,2026-03-02 10:04:15,2026-03-02 10:05:09
T00319,C087,P02,3,78000,kirim,2026-03-02 12:34:12,2026-03-02 12:34:46
T00320,C011,P06,3,160650,BAYAR ,2026-03-02 09:55:43,2026-03-02 09:55:52
T00321,C009,P20,1,365500,Batal,2026-03-02 10:20:50,2026-03-02 10:21:37
T00322,C054,P01,1,32000,BAYAR ,2026-03-02 15:09:33,2026-03-02 15:10:11
T00323,C069,P04,2,17850,KIRIM,2026-03-02 08:57:41,2026-03-02 08:57:48
T00324,C080,P20,1,365500,bayar,2026-03-02 12:18:20,2026-03-02 12:18:38
T00325,C003,P08,1,521550,Batal,2026-03-02 08:26:55,2026-03-02 08:27:13
T00326,C057,P04,2,18900,Batal,2026-03-02 15:54:32,2026-03-02 15:54:52
T00327,C063,P03,2,34200,bayar,2026-03-02 09:42:38,2026-03-02 09:43:31
T00328,C068,P10,2,285000,kirim,2026-03-02 14:27:31,2026-03-02 14:27:40
T00329,C091,P02,1,70200,Batal,2026-03-02 10:16:15,2026-03-02 10:16:19
T00330,C058,P04,1,15750, Bayar,2026-03-02 14:12:00,2026-03-02 14:12:24
T00331,C050,P09,1,320000,BAYAR ,2026-03-02 14:49:01,2026-03-02 14:49:07
T00332,C099,P09,1,240000,kirim,2026-03-02 13:55:51,2026-03-02 13:55:53
T00333,C092,P01,3,30400,Batal,2026-03-02 10:02:12,2026-03-02 10:03:04
T00334,C080,P15,1,245000,kirim,2026-03-02 10:17:37,2026-03-02 10:17:57
T00335,C088,P12,1,1250000, Bayar,2026-03-02 13:06:37,2026-03-02 13:07:16
T00336,C020,P09,1,320000,bayar,2026-03-02 10:22:37,2026-03-02 10:23:19
T00337,C004,P20,1,408500, Bayar,2026-03-02 11:40:41,2026-03-02 11:41:25
T00338,C044,P02,2,78000, kirim ,2026-03-02 13:18:24,2026-03-02 13:19:01
T00339,C072,P12,1,1250000,KIRIM,2026-03-02 12:37:03,2026-03-02 12:37:14
T00340,C084,P18,1,175500,batal,2026-03-02 14:56:39,2026-03-02 15:09:15
T00341,C016,P11,1,720000,Bayar,2026-03-02 11:22:59,2026-03-02 11:23:18
T00342,C020,P13,1,385000,KIRIM,2026-03-02 12:49:21,2026-03-02 12:49:25
T00343,C011,P15,1,245000, Bayar,2026-03-02 09:18:13,2026-03-02 09:18:59
T00343,C011,P15,1,245000, Bayar,2026-03-02 09:18:13,2026-03-02 09:18:59
T00344,C021,P09,1,320000,BAYAR ,2026-03-02 09:54:21,2026-03-02 09:54:32
T00345,C069,P13,1,346500,bayar,2026-03-02 11:54:18,2026-03-02 12:15:50
T00346,C032,P17,1,148500,KIRIM,2026-03-02 09:44:04,2026-03-02 09:44:05
T00347,C038,P19,1,80100,Bayar,2026-03-02 10:47:10,2026-03-02 10:48:03
T00348,C052,P11,1,720000,BAYAR ,2026-03-02 12:27:42,2026-03-02 12:27:55
T00348,C052,P11,1,720000,BAYAR ,2026-03-02 12:27:42,2026-03-02 12:27:55
T00349,C005,P17,1,156750, kirim ,2026-03-02 09:32:17,2026-03-02 09:33:03
T00350,C089,P02,1,58500,Bayar,2026-03-02 14:01:31,2026-03-02 14:02:25
T00351,C054,P05,1,71250,BAYAR ,2026-03-02 09:52:13,2026-03-02 09:52:54
T00352,C014,P17,1,165000, Bayar,2026-03-02 14:32:32,2026-03-02 14:32:51
T00353,C064,P12,2,937500, Bayar,2026-03-02 14:24:10,2026-03-02 14:24:21
T00353,C064,P12,2,937500, Bayar,2026-03-02 14:24:10,2026-03-02 14:24:21
T00354,C012,P03,2,38000,bayar,2026-03-02 09:00:18,2026-03-02 09:01:01
T00355,C023,P15,2,232750, Bayar,2026-03-02 10:41:40,2026-03-02 10:41:44
T00356,C018,P04,1,21000, Bayar,2026-03-02 08:51:52,2026-03-02 08:53:38
T00357,C044,P20,1,365500,Bayar,2026-03-02 10:26:31,2026-03-02 10:29:06
T00358,C022,P13,1,385000,BAYAR ,2026-03-02 14:16:46,2026-03-02 14:31:25
T00359,C049,P16,2,125000,BAYAR ,2026-03-02 15:18:08,2026-03-02 15:18:37
T00360,C002,P14,2,310000, kirim ,2026-03-02 12:00:40,2026-03-02 12:00:57
T00361,C045,P20,1,365500,BAYAR ,2026-03-02 08:52:00,2026-03-02 08:52:47
T00362,C061,P20,2,430000,bayar,2026-03-02 08:29:48,2026-03-02 08:29:59
T00363,C049,P11,1,720000,bayar,2026-03-02 10:31:54,2026-03-02 10:32:09
T00364,C064,P15,2,245000,bayar,2026-03-02 08:48:04,2026-03-02 08:56:41
T00365,C080,P18,1,195000,Bayar,2026-03-02 08:00:05,2026-03-02 08:00:56
T00366,C099,P02,1,58500, Bayar,2026-03-02 15:25:57,2026-03-02 15:26:27
T00367,C038,P08,1,494100, kirim ,2026-03-02 08:01:11,2026-03-02 08:02:05
T00368,C014,P16,1,125000,kirim,2026-03-02 09:16:42,2026-03-02 09:17:30
T00369,C014,P07,2,265000, kirim ,2026-03-02 12:09:36,2026-03-02 12:09:49
T00370,C064,P15,1,245000,Bayar,2026-03-02 12:09:47,2026-03-02 12:10:20
T00371,C023,P17,2,165000,kirim,2026-03-02 15:06:34,2026-03-02 15:10:35
T00372,C089,P11,2,684000,Batal,2026-03-02 12:35:18,2026-03-02 12:43:26
T00373,C096,P15,1,220500,BAYAR ,2026-03-02 15:19:31,2026-03-02 15:19:58
T00374,C091,P10,1,285000, Bayar,2026-03-02 14:14:58,2026-03-02 14:15:42
T00375,C087,P18,2,185250,KIRIM,2026-03-02 12:22:20,2026-03-02 12:23:03
T00376,C035,P01,2,32000, Bayar,2026-03-02 11:28:00,2026-03-02 11:28:43
T00377,C005,P02,1,58500,kirim,2026-03-02 14:17:09,2026-03-02 14:17:23
T00378,C031,P18,1,185250,bayar,2026-03-02 15:52:19,2026-03-02 15:53:01
T00379,C080,P11,2,540000,BAYAR ,2026-03-02 13:01:32,2026-03-02 13:02:20
T00380,C100,P12,2,1250000, Bayar,2026-03-02 14:52:23,2026-03-02 14:53:11
T00381,C049,P03,1,36100, Bayar,2026-03-02 09:42:06,2026-03-02 10:09:38
T00382,C006,P09,1,288000,batal,2026-03-02 08:03:04,2026-03-02 08:03:50
T00383,C091,P10,1,285000,BAYAR ,2026-03-02 12:27:54,2026-03-02 12:28:30
T00384,C029,P06,2,170100, Bayar,2026-03-02 11:47:09,2026-03-02 11:47:35
T00385,C084,P20,1,387000,KIRIM,2026-03-02 12:49:43,2026-03-02 12:50:19
T00386,C049,P20,2,430000,Batal,2026-03-02 10:13:09,2026-03-02 10:39:47
T00387,C066,P01,1,32000, Bayar,2026-03-02 12:42:16,2026-03-02 12:42:40
T00388,C099,P17,1,165000,batal,2026-03-02 08:44:58,2026-03-02 09:02:49
T00389,C069,P07,2,225250,bayar,2026-03-02 15:52:22,2026-03-02 15:53:16
T00390,C023,P15,2,245000,BAYAR ,2026-03-02 14:31:30,2026-03-02 14:31:36
T00391,C087,P15,1,245000,bayar,2026-03-02 13:44:10,2026-03-02 13:44:31
T00392,C088,P03,1,38000, Bayar,2026-03-02 11:15:21,2026-03-02 11:18:09
T00393,C029,P13,1,327250, Bayar,2026-03-02 15:28:59,2026-03-02 15:29:30
T00394,C006,P12,1,1062500,bayar,2026-03-02 08:06:05,2026-03-02 08:06:41
T00395,C019,P12,1,1250000, kirim ,2026-03-02 09:55:38,2026-03-02 09:56:20
T00396,C097,P06,3,141750,bayar,2026-03-02 14:06:26,2026-03-02 14:07:21
T00397,C046,P04,1,21000,batal,2026-03-02 09:47:48,2026-03-02 09:48:20
T00398,C040,P07,1,265000, Bayar,2026-03-02 10:53:33,2026-03-02 10:53:55
T00399,C095,P06,1,179550, Bayar,2026-03-02 08:02:38,2026-03-02 08:03:29
T00400,C071,P16,1,125000, Bayar,2026-03-02 12:12:46,2026-03-02 12:13:36
T00401,C010,P18,2,195000,Bayar,2026-03-02 09:47:16,2026-03-02 09:47:57
T00402,C100,P02,1,66300,BAYAR ,2026-03-02 13:01:14,2026-03-02 13:01:49
T00403,C047,P10,1,285000,BAYAR ,2026-03-02 09:13:07,2026-03-02 09:13:40
T00404,C019,P06,2,141750,KIRIM,2026-03-02 09:37:50,2026-03-02 09:38:27
T00405,C027,P08,1,494100,Bayar,2026-03-02 08:34:19,2026-03-02 08:34:34
T00406,C067,P02,1,74100, Bayar,2026-03-02 08:21:47,2026-03-02 09:02:50
T00407,C010,P13,1,327250,kirim,2026-03-02 13:56:59,2026-03-02 13:57:37
T00408,C018,P12,1,1250000,bayar,2026-03-02 12:25:53,2026-03-02 12:26:32
T00409,C016,P05,1,63750,KIRIM,2026-03-02 09:42:04,2026-03-02 09:42:43
T00410,C053,P16,1,125000,kirim,2026-03-02 12:21:36,2026-03-02 12:21:47
T00411,C034,P17,3,140250,bayar,2026-03-02 08:21:24,2026-03-02 08:24:54
T00412,C062,P10,1,242250,batal,2026-03-02 08:46:49,2026-03-02 08:47:28
T00413,C088,P06,1,141750,bayar,2026-03-02 13:40:21,2026-03-02 13:40:38
T00414,C020,P04,1,21000,KIRIM,2026-03-02 08:09:02,2026-03-02 08:09:35
T00415,C017,P18,2,195000,Bayar,2026-03-02 12:34:53,2026-03-02 12:34:59
T00416,C062,P02,2,66300,Batal,2026-03-02 14:21:00,2026-03-02 14:21:15
T00417,C030,P19,2,89000, Bayar,2026-03-02 08:53:21,2026-03-02 08:53:38
T00418,C074,P09,1,320000,KIRIM,2026-03-02 09:43:13,2026-03-02 09:44:01
T00419,C075,P11,1,612000, Bayar,2026-03-02 11:43:17,2026-03-02 11:43:27
T00420,C062,P13,1,288750,KIRIM,2026-03-02 14:52:18,2026-03-02 14:52:54
T00421,C030,P13,1,385000,bayar,2026-03-02 14:41:50,2026-03-02 14:42:33
T00422,C007,P11,1,720000,kirim,2026-03-02 15:17:22,2026-03-02 15:18:07
T00423,C011,P20,1,365500,Bayar,2026-03-02 11:57:46,2026-03-02 11:58:03
T00424,C064,P20,1,430000, Bayar,2026-03-02 08:31:22,2026-03-02 09:00:21
T00425,C005,P17,1,165000,BAYAR ,2026-03-02 12:41:42,2026-03-02 12:42:22
T00426,C067,P13,1,385000,bayar,2026-03-02 11:12:51,2026-03-02 11:13:17
T00427,C078,P18,3,146250,Bayar,2026-03-02 13:18:21,2026-03-02 13:19:14
T00428,C044,P14,3,294500, Bayar,2026-03-02 12:36:28,2026-03-02 12:36:33
T00429,C100,P19,1,66750,bayar,2026-03-02 12:24:07,2026-03-02 12:24:56
T00430,C030,P13,2,327250,KIRIM,2026-03-02 13:46:03,2026-03-02 13:46:18
T00430,C030,P13,2,327250,KIRIM,2026-03-02 13:46:03,2026-03-02 13:46:18
T00431,C044,P09,1,320000,KIRIM,2026-03-02 10:15:34,2026-03-02 10:16:00
T00432,C025,P19,1,89000,kirim,2026-03-02 10:26:57,2026-03-02 10:27:45
T00433,C046,P07,1,265000,kirim,2026-03-02 10:05:10,2026-03-02 10:05:26
T00434,C006,P16,2,112500, Bayar,2026-03-02 13:35:13,2026-03-02 13:36:08
T00435,C066,P19,1,89000,batal,2026-03-02 15:54:27,2026-03-02 15:54:39
T00436,C088,P16,2,93750,bayar,2026-03-02 12:55:19,2026-03-02 12:55:42
T00437,C042,P01,1,30400,BAYAR ,2026-03-02 08:06:27,2026-03-02 08:06:52
T00438,C027,P16,1,112500, Bayar,2026-03-02 13:34:49,2026-03-02 13:35:01
T00439,C013,P06,2,189000, kirim ,2026-03-02 13:12:03,2026-03-02 13:12:40
T00440,C002,P05,1,56250,BAYAR ,2026-03-02 15:16:55,2026-03-02 15:34:28
T00441,C033,P17,1,165000,Bayar,2026-03-02 12:51:37,2026-03-02 12:52:28
T00442,C058,P07,2,251750,KIRIM,2026-03-02 15:24:27,2026-03-02 15:25:21
T00443,C087,P09,3,320000,BAYAR ,2026-03-02 11:07:56,2026-03-02 11:08:04
T00444,C011,P11,1,684000,KIRIM,2026-03-02 14:07:39,2026-03-02 14:08:29
T00445,C079,P06,1,189000,bayar,2026-03-02 13:49:50,2026-03-02 13:50:12
T00446,C051,P11,1,540000, Bayar,2026-03-02 13:56:37,2026-03-02 13:56:55
T00447,C094,P15,1,232750,bayar,2026-03-02 11:46:05,2026-03-02 11:47:00
T00448,C004,P04,2,21000,bayar,2026-03-02 08:34:50,2026-03-02 08:57:54
T00449,C081,P99,1,385000,bayar,2026-03-02 10:48:57,2026-03-02 10:49:45
T00450,C071,P11,1,720000,Batal,2026-03-02 15:51:59,2026-03-02 15:52:34
T00451,C045,P19,1,89000,bayar,2026-03-02 11:57:33,2026-03-02 11:58:14
T00452,C098,P09,2,288000, Bayar,2026-03-02 09:25:02,2026-03-02 09:25:03
T00452,C098,P09,2,288000, Bayar,2026-03-02 09:25:02,2026-03-02 09:25:03
T00453,C038,P16,1,125000, kirim ,2026-03-02 14:52:35,2026-03-02 14:52:36
T00454,C083,P18,1,165750,kirim,2026-03-02 11:58:43,2026-03-02 11:58:54
T00455,C088,P08,1,521550,KIRIM,2026-03-02 12:42:08,2026-03-02 12:42:48
T00456,C035,P05,2,56250,BAYAR ,2026-03-02 10:38:09,2026-03-02 10:38:39
T00457,C017,P18,2,195000,BAYAR ,2026-03-02 08:12:05,2026-03-02 08:12:12
T00457,C017,P18,2,195000,BAYAR ,2026-03-02 08:12:05,2026-03-02 08:12:12
T00458,C048,P07,1,265000,KIRIM,2026-03-02 11:06:43,2026-03-02 11:07:34
T00459,C061,P05,1,71250,Bayar,2026-03-02 08:30:36,2026-03-02 08:31:02
T00460,C005,P08,1,549000,BAYAR ,2026-03-02 11:30:09,2026-03-02 11:30:38
T00461,C071,P10,1,270750,Bayar,2026-03-02 10:56:26,2026-03-02 10:57:13
T00462,C056,P02,1,78000, Bayar,2026-03-02 15:51:40,2026-03-02 15:51:48
T00463,C061,P08,1,549000,KIRIM,2026-03-02 08:04:52,2026-03-02 08:29:47
T00464,C098,P16,1,125000,Batal,2026-03-02 08:49:55,2026-03-02 08:50:17
T00465,C083,P04,2,15750,pending,2026-03-02 09:08:43,2026-03-02 09:09:04
T00466,C072,P05,1,56250,kirim,2026-03-02 10:16:54,2026-03-02 10:26:10
T00467,C071,P11,1,720000,Bayar,2026-03-02 14:39:59,2026-03-02 14:40:53
T00468,C094,P12,1,1250000, Bayar,2026-03-02 12:07:59,2026-03-02 12:08:40
T00469,C068,P03,1,38000, Bayar,2026-03-02 13:59:30,2026-03-02 14:28:28
T00470,C017,P04,1,21000,BAYAR ,2026-03-02 08:52:34,2026-03-02 08:52:39
T00471,C068,P02,1,74100,kirim,2026-03-02 13:11:50,2026-03-02 13:12:15
T00472,C011,P03,1,38000,KIRIM,2026-03-02 08:07:08,2026-03-02 08:25:41
T00473,C079,P14,1,310000,bayar,2026-03-02 15:28:56,2026-03-02 15:29:42
T00474,C050,P07,1,265000,BAYAR ,2026-03-02 12:43:42,2026-03-02 12:44:29
T00475,C090,P04,1,21000,kirim,2026-03-02 14:58:29,2026-03-02 14:58:52
T00476,C057,P17,3,148500,Batal,2026-03-02 11:04:19,2026-03-02 11:04:54
T00477,C070,P14,1,294500, Bayar,2026-03-02 15:31:11,2026-03-02 15:31:50
T00478,C067,P13,1,365750,bayar,2026-03-02 08:00:06,2026-03-02 08:00:25
T00479,C071,P99,1,720000,kirim,2026-03-02 08:11:51,2026-03-02 08:12:36
T00480,C039,P09,1,272000,BAYAR ,2026-03-02 11:20:28,2026-03-02 11:25:43
T00481,C013,P16,1,118750,kirim,2026-03-02 09:34:25,2026-03-02 09:35:10
T00482,C056,P03,1,38000,BAYAR ,2026-03-02 15:06:03,2026-03-02 15:06:53
T00483,C068,P01,1,32000, Bayar,2026-03-02 13:46:11,2026-03-02 13:46:36
T00484,C097,P02,1,78000,batal,2026-03-02 14:07:53,2026-03-02 14:08:19
T00485,C007,P05,1,71250,bayar,2026-03-02 09:12:11,2026-03-02 09:12:42
T00486,C051,P05,1,75000,BAYAR ,2026-03-02 14:56:10,2026-03-02 14:56:46
T00487,C086,P14,1,279000, Bayar,2026-03-02 10:56:37,2026-03-02 10:57:14
T00488,C057,P01,1,24000,bayar,2026-03-02 15:00:20,2026-03-02 15:00:43
T00489,C095,P12,0,1250000, Bayar,2026-03-02 09:25:11,2026-03-02 09:26:06
T00490,C027,P16,1,118750,Bayar,2026-03-02 08:12:25,2026-03-02 08:13:13
T00491,C033,P01,1,30400,BAYAR ,2026-03-02 11:25:40,2026-03-02 11:26:23
T00492,C085,P02,1,70200,pending,2026-03-02 12:13:55,2026-03-02 12:13:56
T00493,C063,P13,2,385000,batal,2026-03-02 12:37:43,2026-03-02 12:54:24
T00494,C040,P99,1,165750,batal,2026-03-02 14:29:06,2026-03-02 14:29:22
T00495,C008,P10,1,242250,bayar,2026-03-02 10:08:59,2026-03-02 10:56:05
T00496,C012,P08,2,549000,KIRIM,2026-03-02 09:22:51,2026-03-02 09:23:17
T00497,C084,P10,1,285000,BAYAR ,2026-03-02 13:30:36,2026-03-02 13:31:11
T00498,C073,P17,2,148500,bayar,2026-03-02 09:13:51,2026-03-02 09:14:41
T00499,C098,P04,1,17850,KIRIM,2026-03-02 09:40:33,2026-03-02 09:40:43
T00500,C004,P09,2,304000,BAYAR ,2026-03-02 09:22:59,2026-03-02 09:23:06
T00501,C065,P01,2,24000, Bayar,2026-03-02 11:16:12,2026-03-02 11:17:02
T00502,C098,P16,3,118750,Bayar,2026-03-02 09:15:06,2026-03-02 09:15:21
T00503,C057,P07,2,198750,Batal,2026-03-02 14:53:50,2026-03-02 14:54:02
T00504,C049,P14,2,263500, kirim ,2026-03-02 11:41:06,2026-03-02 11:41:45
T00505,C067,P18,1,146250,kirim,2026-03-02 12:46:50,2026-03-02 12:47:36
T00506,C067,P18,2,195000,BAYAR ,2026-03-02 11:36:03,2026-03-02 12:07:23
T00507,C038,P10,1,285000,BAYAR ,2026-03-02 15:02:31,2026-03-02 15:03:01
T00508,C090,P03,1,32300,KIRIM,2026-03-02 14:34:39,2026-03-02 14:34:51
T00508,C090,P03,1,32300,KIRIM,2026-03-02 14:34:39,2026-03-02 14:34:51
T00509,C012,P15,1,245000,batal,2026-03-02 13:22:23,2026-03-02 13:26:49
T00510,C066,P12,1,1250000,KIRIM,2026-03-02 08:46:35,2026-03-02 08:47:00
T00511,C021,P06,2,189000, kirim ,2026-03-02 11:03:03,2026-03-02 11:03:46
T00512,C026,P15,1,232750,batal,2026-03-02 10:37:42,2026-03-02 10:37:50
T00513,C076,P18,1,146250,Bayar,2026-03-02 15:20:58,2026-03-02 15:21:30
T00514,C072,P01,2,32000,bayar,2026-03-02 10:13:38,2026-03-02 10:19:22
T00515,C078,P12,1,1250000,kirim,2026-03-02 08:20:03,2026-03-02 08:20:06
T00516,C077,P06,1,189000,KIRIM,2026-03-02 14:07:03,2026-03-02 14:07:46
T00517,C049,P02,2,66300,bayar,2026-03-02 08:50:51,2026-03-02 08:51:12
T00518,C027,P09,1,320000,bayar,2026-03-02 10:59:47,2026-03-02 11:00:21
T00519,C074,P10,3,256500,BAYAR ,2026-03-02 11:53:13,2026-03-02 11:53:34
T00520,C038,P16,0,125000,bayar,2026-03-02 12:28:58,2026-03-02 12:29:38
T00521,C043,P07,1,265000,bayar,2026-03-02 15:16:40,2026-03-02 15:17:07
T00522,C042,P09,2,320000, Bayar,2026-03-02 15:11:33,2026-03-02 15:11:53
T00523,C044,P20,3,322500,Bayar,2026-03-02 08:15:54,2026-03-02 08:16:07
T00524,C060,P16,2,106250,batal,2026-03-02 09:24:51,2026-03-02 09:25:26
T00525,C043,P11,2,648000,bayar,2026-03-02 13:03:12,2026-03-02 13:03:26
T00526,C022,P01,1,27200,BAYAR ,2026-03-02 11:05:13,2026-03-02 11:56:36
T00527,C053,P10,1,285000, Bayar,2026-03-02 14:25:10,2026-03-02 14:38:16
T00528,C005,P07,2,265000,Bayar,2026-03-02 12:46:46,2026-03-02 12:46:54
T00529,C068,P17,1,148500,kirim,2026-03-02 09:24:08,2026-03-02 09:24:39
T00530,C059,P17,1,165000,kirim,2026-03-02 14:09:34,2026-03-02 14:46:34
T00531,C014,P20,1,408500,batal,2026-03-02 15:56:09,2026-03-02 15:56:39
T00532,C041,P07,2,265000, Bayar,2026-03-02 10:55:14,2026-03-02 10:55:33
T00533,C045,P01,1,30400,BAYAR ,2026-03-02 13:40:12,2026-03-02 13:40:19
T00534,C044,P19,0,89000,BAYAR ,2026-03-02 10:13:42,2026-03-02 10:14:02
T00535,C076,P02,1,58500, kirim ,2026-03-02 08:47:01,2026-03-02 08:47:13
T00536,C097,P07,2,265000,bayar,2026-03-02 14:29:20,2026-03-02 14:30:12
T00537,C099,P15,1,245000,kirim,2026-03-02 08:53:07,2026-03-02 08:53:51
T00538,C043,P09,2,288000,Batal,2026-03-02 11:18:29,2026-03-02 11:19:14
T00539,C099,P04,1,21000,bayar,2026-03-02 11:11:56,2026-03-02 11:12:51
T00540,C069,P04,1,17850,kirim,2026-03-02 10:57:58,2026-03-02 10:58:03
T00541,C076,P16,1,106250, kirim ,2026-03-02 11:29:36,2026-03-02 11:29:50
T00542,C092,P08,1,411750,kirim,2026-03-02 09:34:31,2026-03-02 09:34:36
T00543,C052,P18,1,195000,Bayar,2026-03-02 08:53:19,2026-03-02 08:53:31
T00544,C097,P02,1,78000,batal,2026-03-02 08:49:26,2026-03-02 08:49:35
T00545,C088,P10,2,270750, Bayar,2026-03-02 11:32:58,2026-03-02 11:33:27
T00546,C052,P12,2,1187500,batal,2026-03-02 08:48:45,2026-03-02 08:49:25
T00547,C015,P02,2,78000,batal,2026-03-02 08:00:27,2026-03-02 08:01:20
T00548,C028,P11,1,540000,BAYAR ,2026-03-02 14:28:43,2026-03-02 14:29:08
T00549,C086,P12,1,1250000,batal,2026-03-02 15:38:43,2026-03-02 15:39:02
T00550,C083,P16,2,93750,Bayar,2026-03-02 13:59:18,2026-03-02 13:59:27
T00551,C024,P14,1,310000,Bayar,2026-03-02 13:01:29,2026-03-02 13:01:54
T00552,C005,P17,3,123750, Bayar,2026-03-02 10:27:02,2026-03-02 10:27:37
T00553,C097,P03,2,28500,batal,2026-03-02 09:17:35,2026-03-02 09:18:09
T00554,C010,P08,1,521550,batal,2026-03-02 12:18:01,2026-03-02 12:18:44
T00555,C043,P01,1,30400, Bayar,2026-03-02 12:16:03,2026-03-02 12:16:34
T00556,C008,P20,1,430000,bayar,2026-03-02 14:49:17,2026-03-02 14:50:08
T00557,C010,P20,2,408500, Bayar,2026-03-02 08:14:54,2026-03-02 08:15:00
T00558,C076,P09,2,240000, Bayar,2026-03-02 08:07:45,2026-03-02 08:08:24
T00559,C044,P08,3,549000, kirim ,2026-03-02 12:24:49,2026-03-02 12:25:23
T00560,C085,P16,1,125000,BAYAR ,2026-03-02 14:51:06,2026-03-02 15:47:23
T00561,C022,P02,1,58500, Bayar,2026-03-02 13:50:45,2026-03-02 13:51:38
T00562,C034,P18,1,165750,bayar,2026-03-02 10:07:36,2026-03-02 10:08:22
T00563,C006,P13,1,346500,KIRIM,2026-03-02 14:10:32,2026-03-02 14:11:06
T00564,C084,P09,1,240000,BAYAR ,2026-03-02 11:02:56,2026-03-02 11:03:48
T00565,C041,P07,0,265000,batal,2026-03-02 12:43:57,2026-03-02 12:44:42
T00566,C005,P15,1,245000,bayar,2026-03-02 11:11:58,2026-03-02 11:12:17
T00567,C012,P07,2,265000,Batal,2026-03-02 13:27:20,2026-03-02 13:28:06
T00568,C033,P19,1,89000, kirim ,2026-03-02 15:18:39,2026-03-02 15:35:32
T00569,C033,P14,1,310000,KIRIM,2026-03-02 14:18:02,2026-03-02 14:32:10
T00570,C057,P11,1,720000,Bayar,2026-03-02 08:32:48,2026-03-02 08:33:41
T00571,C014,P05,0,71250,bayar,2026-03-02 12:55:15,2026-03-02 12:55:29
T00572,C082,P09,1,320000,Bayar,2026-03-02 15:04:28,2026-03-02 15:05:00
T00573,C063,P13,1,327250,batal,2026-03-02 13:13:49,2026-03-02 13:14:35
T00573,C063,P13,1,327250,batal,2026-03-02 13:13:49,2026-03-02 13:14:35
T00574,C039,P16,1,125000, Bayar,2026-03-02 09:06:11,2026-03-02 09:06:34
T00575,C026,P03,1,38000,Bayar,2026-03-02 15:39:23,2026-03-02 15:40:13
T00576,C081,P13,0,385000,BAYAR ,2026-03-02 08:58:18,2026-03-02 08:58:41
T00577,C083,P19,0,66750,kirim,2026-03-02 10:10:14,2026-03-02 10:10:19
T00578,C067,P02,1,78000, kirim ,2026-03-02 11:41:27,2026-03-02 11:42:19
T00579,C080,P02,1,78000,bayar,2026-03-02 14:41:39,2026-03-02 14:42:21
T00580,C076,P10,1,285000,bayar,2026-03-02 15:28:13,2026-03-02 15:28:43
T00581,C095,P08,1,494100,bayar,2026-03-02 08:34:27,2026-03-02 08:34:55
T00582,C006,P05,1,67500,bayar,2026-03-02 10:55:37,2026-03-02 10:56:28
T00583,C032,P14,3,310000,BAYAR ,2026-03-02 09:31:46,2026-03-02 09:32:22
T00584,C011,P20,1,430000,kirim,2026-03-02 11:25:25,2026-03-02 11:25:27
T00585,C089,P10,1,285000, kirim ,2026-03-02 11:47:18,2026-03-02 11:48:09
T00586,C092,P08,1,549000, Bayar,2026-03-02 09:35:19,2026-03-02 09:35:22
T00586,C092,P08,1,549000, Bayar,2026-03-02 09:35:19,2026-03-02 09:35:22
T00587,C080,P08,1,549000,Batal,2026-03-02 09:44:48,2026-03-02 09:45:22
T00588,C061,P09,1,320000,bayar,2026-03-02 08:28:58,2026-03-02 08:29:49
